source_name,target_name,status,role,transform,source_dtype,source_shape,source_bytes,source_shard,source_offset,target_known,target_dtype,target_shape,target_bytes
layers.4.ffn.experts.112.w2.scale,layers.4.ffn.experts.112.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,39807048,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.112.w3.scale,layers.4.ffn.experts.112.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,40069192,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.113.w1.scale,layers.4.ffn.experts.113.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,40331336,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.113.w2.scale,layers.4.ffn.experts.113.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,40593480,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.113.w3.scale,layers.4.ffn.experts.113.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,40855624,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.114.w1.scale,layers.4.ffn.experts.114.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,41117768,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.114.w2.scale,layers.4.ffn.experts.114.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,41379912,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.114.w3.scale,layers.4.ffn.experts.114.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,41642056,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.115.w1.scale,layers.4.ffn.experts.115.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,41904200,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.115.w2.scale,layers.4.ffn.experts.115.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,42166344,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.115.w3.scale,layers.4.ffn.experts.115.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,42428488,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.116.w1.scale,layers.4.ffn.experts.116.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,42690632,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.116.w2.scale,layers.4.ffn.experts.116.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,42952776,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.116.w3.scale,layers.4.ffn.experts.116.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,43214920,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.117.w1.scale,layers.4.ffn.experts.117.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,43477064,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.117.w2.scale,layers.4.ffn.experts.117.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,43739208,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.117.w3.scale,layers.4.ffn.experts.117.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,44001352,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.118.w1.scale,layers.4.ffn.experts.118.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,44263496,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.118.w2.scale,layers.4.ffn.experts.118.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,44525640,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.118.w3.scale,layers.4.ffn.experts.118.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,44787784,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.119.w1.scale,layers.4.ffn.experts.119.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,45049928,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.119.w2.scale,layers.4.ffn.experts.119.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,45312072,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.119.w3.scale,layers.4.ffn.experts.119.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,45574216,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.12.w1.scale,layers.4.ffn.experts.12.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,45836360,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.12.w2.scale,layers.4.ffn.experts.12.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,46098504,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.12.w3.scale,layers.4.ffn.experts.12.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,46360648,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.120.w1.scale,layers.4.ffn.experts.120.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,46622792,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.120.w2.scale,layers.4.ffn.experts.120.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,46884936,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.120.w3.scale,layers.4.ffn.experts.120.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,47147080,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.121.w1.scale,layers.4.ffn.experts.121.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,47409224,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.121.w2.scale,layers.4.ffn.experts.121.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,47671368,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.121.w3.scale,layers.4.ffn.experts.121.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,47933512,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.122.w1.scale,layers.4.ffn.experts.122.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,48195656,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.122.w2.scale,layers.4.ffn.experts.122.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,48457800,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.122.w3.scale,layers.4.ffn.experts.122.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,48719944,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.123.w1.scale,layers.4.ffn.experts.123.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,48982088,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.123.w2.scale,layers.4.ffn.experts.123.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,49244232,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.123.w3.scale,layers.4.ffn.experts.123.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,49506376,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.124.w1.scale,layers.4.ffn.experts.124.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,49768520,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.124.w2.scale,layers.4.ffn.experts.124.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,50030664,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.124.w3.scale,layers.4.ffn.experts.124.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,50292808,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.125.w1.scale,layers.4.ffn.experts.125.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,50554952,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.125.w2.scale,layers.4.ffn.experts.125.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,50817096,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.125.w3.scale,layers.4.ffn.experts.125.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,51079240,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.126.w1.scale,layers.4.ffn.experts.126.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,51341384,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.126.w2.scale,layers.4.ffn.experts.126.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,51603528,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.126.w3.scale,layers.4.ffn.experts.126.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,51865672,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.127.w1.scale,layers.4.ffn.experts.127.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,52127816,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.127.w2.scale,layers.4.ffn.experts.127.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,52389960,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.127.w3.scale,layers.4.ffn.experts.127.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,52652104,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.128.w1.scale,layers.4.ffn.experts.128.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,52914248,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.128.w2.scale,layers.4.ffn.experts.128.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,53176392,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.128.w3.scale,layers.4.ffn.experts.128.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,53438536,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.129.w1.scale,layers.4.ffn.experts.129.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,53700680,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.129.w2.scale,layers.4.ffn.experts.129.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,53962824,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.129.w3.scale,layers.4.ffn.experts.129.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,54224968,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.13.w1.scale,layers.4.ffn.experts.13.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,54487112,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.13.w2.scale,layers.4.ffn.experts.13.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,54749256,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.13.w3.scale,layers.4.ffn.experts.13.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,55011400,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.130.w1.scale,layers.4.ffn.experts.130.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,55273544,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.130.w2.scale,layers.4.ffn.experts.130.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,55535688,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.130.w3.scale,layers.4.ffn.experts.130.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,55797832,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.131.w1.scale,layers.4.ffn.experts.131.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,56059976,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.131.w2.scale,layers.4.ffn.experts.131.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,56322120,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.131.w3.scale,layers.4.ffn.experts.131.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,56584264,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.132.w1.scale,layers.4.ffn.experts.132.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,56846408,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.132.w2.scale,layers.4.ffn.experts.132.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,57108552,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.132.w3.scale,layers.4.ffn.experts.132.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,57370696,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.133.w1.scale,layers.4.ffn.experts.133.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,57632840,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.133.w2.scale,layers.4.ffn.experts.133.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,57894984,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.133.w3.scale,layers.4.ffn.experts.133.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,58157128,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.134.w1.scale,layers.4.ffn.experts.134.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,58419272,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.134.w2.scale,layers.4.ffn.experts.134.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,58681416,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.134.w3.scale,layers.4.ffn.experts.134.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,58943560,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.135.w1.scale,layers.4.ffn.experts.135.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,59205704,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.135.w2.scale,layers.4.ffn.experts.135.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,59467848,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.135.w3.scale,layers.4.ffn.experts.135.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,59729992,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.136.w1.scale,layers.4.ffn.experts.136.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,59992136,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.136.w2.scale,layers.4.ffn.experts.136.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,60254280,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.136.w3.scale,layers.4.ffn.experts.136.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,60516424,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.137.w1.scale,layers.4.ffn.experts.137.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,60778568,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.137.w2.scale,layers.4.ffn.experts.137.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,61040712,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.137.w3.scale,layers.4.ffn.experts.137.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,61302856,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.138.w1.scale,layers.4.ffn.experts.138.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,61565000,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.138.w2.scale,layers.4.ffn.experts.138.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,61827144,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.138.w3.scale,layers.4.ffn.experts.138.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,62089288,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.139.w1.scale,layers.4.ffn.experts.139.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,62351432,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.139.w2.scale,layers.4.ffn.experts.139.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,62613576,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.139.w3.scale,layers.4.ffn.experts.139.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,62875720,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.14.w1.scale,layers.4.ffn.experts.14.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,63137864,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.14.w2.scale,layers.4.ffn.experts.14.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,63400008,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.14.w3.scale,layers.4.ffn.experts.14.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,63662152,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.140.w1.scale,layers.4.ffn.experts.140.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,63924296,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.140.w2.scale,layers.4.ffn.experts.140.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,64186440,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.140.w3.scale,layers.4.ffn.experts.140.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,64448584,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.141.w1.scale,layers.4.ffn.experts.141.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,64710728,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.141.w2.scale,layers.4.ffn.experts.141.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,64972872,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.141.w3.scale,layers.4.ffn.experts.141.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,65235016,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.142.w1.scale,layers.4.ffn.experts.142.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,65497160,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.142.w2.scale,layers.4.ffn.experts.142.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,65759304,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.142.w3.scale,layers.4.ffn.experts.142.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,66021448,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.143.w1.scale,layers.4.ffn.experts.143.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,66283592,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.143.w2.scale,layers.4.ffn.experts.143.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,66545736,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.143.w3.scale,layers.4.ffn.experts.143.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,66807880,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.144.w1.scale,layers.4.ffn.experts.144.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,67070024,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.144.w2.scale,layers.4.ffn.experts.144.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,67332168,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.144.w3.scale,layers.4.ffn.experts.144.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,67594312,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.145.w1.scale,layers.4.ffn.experts.145.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,67856456,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.145.w2.scale,layers.4.ffn.experts.145.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,68118600,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.145.w3.scale,layers.4.ffn.experts.145.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,68380744,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.146.w1.scale,layers.4.ffn.experts.146.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,68642888,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.146.w2.scale,layers.4.ffn.experts.146.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,68905032,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.146.w3.scale,layers.4.ffn.experts.146.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,69167176,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.147.w1.scale,layers.4.ffn.experts.147.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,69429320,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.4.ffn.experts.147.w2.scale,layers.4.ffn.experts.147.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00006-of-00046.safetensors,69691464,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.4.ffn.experts.147.w3.scale,layers.4.ffn.experts.147.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00006-of-00046.safetensors,69953608,True,torch.float8_e8m0fnu,"[2048, 128]",262144
